/* DATA DESCRIPTION:
Citation:	Barnet, James S K; Littler, Kate; Westerhold, Thomas; Kroon, Dick; Leng, Melanie J; Bailey, Ian; Röhl, Ursula; Zachos, James C (2019): Late Maastrichtian-early Eocene bulk sediment stable carbon and oxygen isotope records from ODP Site 208-1262, South Atlantic [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.903507, 
	In supplement to: Barnet, JSK et al. (2019): A High-Fidelity Benthic Stable Isotope Record of Late Cretaceous–Early Eocene Climate Change and Carbon-Cycling. Paleoceanography and Paleoclimatology, 34(4), 672-691, https://doi.org/10.1029/2019PA003556
Related to:	Kroon, Dick; Zachos, James C; ODP Leg 208 Shipboard Scientific Party (2007): Leg 208 synthesis: Cenozoic climate cycles and excursions. In: Kroon, D.; Zachos, J.C.; Richter, C. (eds.), Proceedings of the Ocean Drilling Program, 208 Scientific Results, Proceedings of the Ocean Drilling Program, 208, Ocean Drilling Program, 208, 1-55, https://doi.org/10.2973/odp.proc.sr.208.201.2007
	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
	Lourens, Lucas Joost; Sluijs, Appy; Kroon, Dick; Zachos, James C; Thomas, Ellen; Röhl, Ursula; Raffi, Isabella (2005): Astronomical pacing of late Palaeocene to early Eocene global warming events. Nature, 435(23), 1083-1087, https://doi.org/10.1038/nature03814
	Zachos, James C; McCarren, Heather K; Murphy, Brandon; Röhl, Ursula; Westerhold, Thomas (2010): Tempo and scale of late Paleocene and early Eocene carbon isotope cycles: Implications for the origin of hyperthermals. Earth and Planetary Science Letters, 299(1-2), 242-249, https://doi.org/10.1016/j.epsl.2010.09.004
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: -27.185833 * LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00
	MINIMUM DEPTH, sediment/rock: 107.49 m * MAXIMUM DEPTH, sediment/rock: 236.07 m
Event(s):	208-1262 * LATITUDE: -27.185833 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00 * ELEVATION: -4755.4 m * Penetration: 583.9 m * Recovery: 502.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 54 cores; 493.9 m cored; 90 m drilled; 101.7 % recovery
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: mcd
	δ13C, bulk carbonate [‰ PDB] (δ13C bulk carb) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	δ18O, bulk carbonate [‰ PDB] (δ18O bulk carb) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	AGE [ka BP] (Age) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	Reference/source (Reference) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	13088 data points
*/
Depth sed [m]	δ13C bulk carb [‰ PDB]	δ18O bulk carb [‰ PDB]	Age [ka BP]	Reference
182.04	3.097	-0.256	60527	Littler et al. (2014)
182.07	3.051	-0.388	60531	Littler et al. (2014)
182.10	3.154	-0.282	60535	Littler et al. (2014)
182.13	3.143	-0.333	60539	Littler et al. (2014)
182.16	3.150	-0.226	60544	Littler et al. (2014)
182.19	3.111	-0.213	60548	Littler et al. (2014)
182.22	3.116	-0.267	60552	Littler et al. (2014)
182.25	3.171	-0.287	60556	Littler et al. (2014)
182.28	3.119	-0.230	60560	Littler et al. (2014)
182.31	3.123	-0.223	60564	Littler et al. (2014)
182.34	3.100	-0.228	60568	Littler et al. (2014)
182.37	3.086	-0.241	60572	Littler et al. (2014)
182.40	3.045	-0.236	60576	Littler et al. (2014)
182.43	3.057	-0.291	60580	Littler et al. (2014)
182.46	3.053	-0.269	60585	Littler et al. (2014)
182.52	3.075	-0.286	60593	Littler et al. (2014)
182.55	3.102	-0.200	60597	Littler et al. (2014)
182.58	3.024	-0.320	60601	Littler et al. (2014)
182.61	3.072	-0.228	60605	Littler et al. (2014)
182.64	3.095	-0.192	60609	Littler et al. (2014)
182.67	3.064	-0.251	60613	Littler et al. (2014)
182.70	3.075	-0.251	60617	Littler et al. (2014)
182.73	3.048	-0.291	60621	Littler et al. (2014)
182.76	3.082	-0.238	60626	Littler et al. (2014)
182.79	3.063	-0.178	60630	Littler et al. (2014)
182.82	3.078	-0.290	60634	Littler et al. (2014)
182.85	3.058	-0.240	60638	Littler et al. (2014)
182.88	3.166	0.063	60642	Littler et al. (2014)
183.00	3.164	-0.304	60658	Littler et al. (2014)
183.06	3.158	-0.326	60667	Littler et al. (2014)
183.09	3.145	-0.215	60671	Littler et al. (2014)
183.12	3.165	-0.321	60675	Littler et al. (2014)
183.15	3.150	-0.302	60679	Littler et al. (2014)
183.18	3.168	-0.301	60683	Littler et al. (2014)
183.24	3.102	-0.364	60691	Littler et al. (2014)
183.30	3.104	-0.356	60699	Littler et al. (2014)
183.33	3.115	-0.358	60703	Littler et al. (2014)
183.36	3.131	-0.345	60707	Littler et al. (2014)
183.42	3.101	-0.418	60716	Littler et al. (2014)
183.48	3.114	-0.344	60724	Littler et al. (2014)
183.51	3.006	-0.382	60728	Littler et al. (2014)
183.54	3.112	-0.348	60732	Littler et al. (2014)
183.60	3.093	-0.346	60740	Littler et al. (2014)
183.63	3.094	-0.414	60744	Littler et al. (2014)
183.66	3.098	-0.448	60748	Littler et al. (2014)
183.69	3.093	-0.391	60753	Littler et al. (2014)
183.72	3.044	-0.358	60757	Littler et al. (2014)
183.75	3.135	-0.340	60761	Littler et al. (2014)
183.78	3.019	-0.412	60765	Littler et al. (2014)
183.81	3.135	-0.385	60769	Littler et al. (2014)
183.84	3.137	-0.330	60773	Littler et al. (2014)
183.87	3.110	-0.341	60777	Littler et al. (2014)
183.90	3.122	-0.288	60781	Littler et al. (2014)
183.93	3.083	-0.340	60785	Littler et al. (2014)
183.96	3.099	-0.274	60789	Littler et al. (2014)
183.99	3.028	-0.307	60794	Littler et al. (2014)
184.02	2.988	-0.323	60798	Littler et al. (2014)
184.05	2.989	-0.269	60802	Littler et al. (2014)
184.08	3.012	-0.243	60806	Littler et al. (2014)
184.11	2.959	-0.354	60810	Littler et al. (2014)
184.14	2.922	-0.232	60814	Littler et al. (2014)
184.17	2.926	-0.309	60818	Littler et al. (2014)
184.20	2.903	-0.339	60822	Littler et al. (2014)
184.23	2.967	-0.276	60826	Littler et al. (2014)
184.26	2.924	-0.279	60830	Littler et al. (2014)
184.29	2.980	-0.256	60835	Littler et al. (2014)
184.32	2.890	-0.297	60839	Littler et al. (2014)
184.35	2.889	-0.334	60843	Littler et al. (2014)
184.38	2.908	-0.377	60847	Littler et al. (2014)
184.41	2.897	-0.382	60851	Littler et al. (2014)
184.44	2.979	-0.251	60855	Littler et al. (2014)
184.47	2.970	-0.304	60858	Littler et al. (2014)
184.50	2.977	-0.328	60861	Littler et al. (2014)
184.53	2.932	-0.309	60864	Littler et al. (2014)
184.56	2.920	-0.365	60867	Littler et al. (2014)
184.59	2.946	-0.338	60870	Littler et al. (2014)
184.62	2.941	-0.291	60873	Littler et al. (2014)
184.65	2.989	-0.289	60876	Littler et al. (2014)
184.68	2.952	-0.365	60879	Littler et al. (2014)
184.71	2.983	-0.308	60883	Littler et al. (2014)
184.74	2.953	-0.312	60886	Littler et al. (2014)
184.77	2.941	-0.302	60889	Littler et al. (2014)
184.80	3.005	-0.285	60892	Littler et al. (2014)
184.83	3.030	-0.212	60895	Littler et al. (2014)
184.86	3.081	-0.225	60898	Littler et al. (2014)
184.89	3.047	-0.249	60901	Littler et al. (2014)
184.92	3.020	-0.208	60904	Littler et al. (2014)
184.95	3.053	-0.225	60907	Littler et al. (2014)
184.98	3.036	-0.184	60910	Littler et al. (2014)
185.02	3.088	-0.151	60915	Kroon et al. (2007)
185.05	3.032	-0.186	60918	Kroon et al. (2007)
185.08	2.934	-0.088	60921	Kroon et al. (2007)
185.10	2.988	-0.198	60924	Kroon et al. (2007)
185.14	2.999	-0.178	60927	Kroon et al. (2007)
185.17	2.887	-0.326	60930	Kroon et al. (2007)
185.20	3.134	-0.249	60933	Kroon et al. (2007)
185.23	2.835	-0.266	60936	Kroon et al. (2007)
185.26	3.019	-0.257	60939	Kroon et al. (2007)
185.29	2.899	-0.275	60942	Kroon et al. (2007)
185.32	2.879	-0.275	60945	Kroon et al. (2007)
185.35	3.029	-0.142	60948	Kroon et al. (2007)
185.38	2.796	-0.430	60951	Kroon et al. (2007)
185.41	2.790	-0.365	60954	Kroon et al. (2007)
185.44	2.879	-0.297	60957	Kroon et al. (2007)
185.47	2.918	-0.244	60961	Kroon et al. (2007)
185.52	3.023	-0.203	60966	Kroon et al. (2007)
185.55	2.768	-0.398	60970	Kroon et al. (2007)
185.58	2.987	-0.219	60973	Kroon et al. (2007)
185.61	2.923	-0.561	60977	Kroon et al. (2007)
185.64	2.878	-0.440	60980	Kroon et al. (2007)
185.67	2.900	-0.498	60984	Kroon et al. (2007)
185.70	2.947	-0.376	60987	Kroon et al. (2007)
185.73	3.035	-0.302	60991	Kroon et al. (2007)
185.76	3.050	-0.265	60994	Kroon et al. (2007)
185.79	2.953	-0.475	60998	Kroon et al. (2007)
185.82	3.018	-0.215	61001	Kroon et al. (2007)
185.85	2.991	-0.174	61004	Kroon et al. (2007)
185.88	3.023	-0.185	61008	Kroon et al. (2007)
185.91	3.010	-0.092	61011	Kroon et al. (2007)
185.94	3.052	-0.121	61015	Kroon et al. (2007)
185.97	3.051	-0.091	61018	Kroon et al. (2007)
186.00	2.952	-0.108	61022	Kroon et al. (2007)
186.03	3.006	-0.067	61025	Kroon et al. (2007)
186.06	2.978	-0.128	61029	Kroon et al. (2007)
186.09	2.923	-0.120	61032	Kroon et al. (2007)
186.12	3.049	-0.094	61036	Kroon et al. (2007)
186.15	3.033	-0.070	61039	Kroon et al. (2007)
186.18	3.074	-0.173	61043	Kroon et al. (2007)
186.21	2.861	-0.252	61046	Kroon et al. (2007)
186.24	3.049	-0.212	61050	Kroon et al. (2007)
186.27	3.045	-0.120	61053	Kroon et al. (2007)
186.30	2.857	-0.232	61056	Kroon et al. (2007)
186.33	2.900	-0.155	61060	Kroon et al. (2007)
186.36	3.039	-0.133	61063	Kroon et al. (2007)
186.39	2.969	-0.050	61067	Kroon et al. (2007)
186.42	3.036	-0.088	61070	Kroon et al. (2007)
186.45	2.976	-0.126	61074	Kroon et al. (2007)
186.48	2.971	-0.139	61077	Kroon et al. (2007)
186.51	3.005	-0.086	61081	Kroon et al. (2007)
186.54	3.039	0.034	61084	Kroon et al. (2007)
186.57	3.062	-0.065	61088	Kroon et al. (2007)
186.60	2.861	-0.163	61091	Kroon et al. (2007)
186.63	2.869	-0.201	61095	Kroon et al. (2007)
186.66	3.001	-0.094	61098	Kroon et al. (2007)
186.69	2.687	-0.125	61102	Kroon et al. (2007)
186.72	2.748	-0.213	61105	Kroon et al. (2007)
186.75	2.674	-0.260	61108	Kroon et al. (2007)
186.78	2.805	-0.178	61112	Kroon et al. (2007)
186.81	2.849	-0.267	61115	Kroon et al. (2007)
186.84	2.739	-0.285	61119	Kroon et al. (2007)
186.87	2.765	-0.165	61122	Kroon et al. (2007)
186.90	2.866	-0.136	61126	Kroon et al. (2007)
186.93	2.782	-0.116	61129	Kroon et al. (2007)
186.96	2.863	-0.108	61133	Kroon et al. (2007)
186.99	2.810	-0.092	61136	Kroon et al. (2007)
187.02	2.740	-0.137	61140	Kroon et al. (2007)
187.05	2.664	-0.255	61143	Kroon et al. (2007)
187.08	2.705	-0.133	61147	Kroon et al. (2007)
187.11	2.847	-0.239	61150	Kroon et al. (2007)
187.14	2.768	-0.096	61153	Kroon et al. (2007)
187.17	2.729	-0.214	61157	Kroon et al. (2007)
187.23	2.716	-0.128	61164	Kroon et al. (2007)
187.26	2.819	-0.107	61167	Kroon et al. (2007)
187.29	2.648	-0.076	61171	Kroon et al. (2007)
187.32	2.787	-0.095	61174	Kroon et al. (2007)
187.38	2.608	-0.247	61181	Kroon et al. (2007)
187.41	2.628	-0.182	61185	Kroon et al. (2007)
187.44	2.911	0.028	61188	Kroon et al. (2007)
187.47	2.923	0.015	61192	Kroon et al. (2007)
187.53	2.821	0.009	61199	Kroon et al. (2007)
187.56	2.938	0.135	61202	Kroon et al. (2007)
187.59	2.813	-0.079	61205	Kroon et al. (2007)
187.68	2.594	-0.111	61216	Kroon et al. (2007)
187.71	2.559	-0.284	61219	Kroon et al. (2007)
187.80	2.720	-0.135	61230	Kroon et al. (2007)
187.83	2.431	-0.411	61233	Kroon et al. (2007)
187.86	2.585	-0.158	61237	Kroon et al. (2007)
187.89	2.555	-0.198	61240	Kroon et al. (2007)
187.92	2.633	-0.224	61244	Kroon et al. (2007)
187.95	2.492	-0.192	61248	Kroon et al. (2007)
187.98	2.451	-0.210	61252	Kroon et al. (2007)
188.01	2.477	-0.475	61257	Kroon et al. (2007)
188.07	2.498	-0.240	61265	Kroon et al. (2007)
188.10	2.687	-0.106	61269	Kroon et al. (2007)
188.16	2.474	-0.311	61278	Kroon et al. (2007)
188.19	2.476	-0.379	61282	Kroon et al. (2007)
188.22	2.490	-0.232	61287	Kroon et al. (2007)
188.25	2.564	-0.400	61291	Kroon et al. (2007)
188.28	2.520	-0.228	61295	Kroon et al. (2007)
188.31	2.607	-0.249	61300	Kroon et al. (2007)
188.34	2.468	-0.271	61304	Kroon et al. (2007)
188.37	2.524	-0.357	61308	Kroon et al. (2007)
188.43	2.459	-0.321	61317	Kroon et al. (2007)
188.46	2.456	-0.346	61321	Kroon et al. (2007)
188.49	2.520	-0.380	61325	Kroon et al. (2007)
188.52	2.656	-0.195	61330	Kroon et al. (2007)
188.55	2.456	-0.203	61334	Kroon et al. (2007)
188.58	2.437	-0.372	61338	Kroon et al. (2007)
188.64	2.404	-0.385	61347	Kroon et al. (2007)
188.70	2.579	-0.403	61353	Kroon et al. (2007)
188.73	2.510	-0.416	61356	Kroon et al. (2007)
188.76	2.481	-0.447	61359	Kroon et al. (2007)
188.79	2.586	-0.361	61362	Kroon et al. (2007)
188.82	2.452	-0.418	61365	Kroon et al. (2007)
188.85	2.509	-0.419	61368	Kroon et al. (2007)
188.94	2.796	-0.275	61378	Kroon et al. (2007)
188.97	2.807	-0.488	61381	Kroon et al. (2007)
189.00	2.913	-0.365	61384	Kroon et al. (2007)
189.03	2.863	-0.319	61387	Kroon et al. (2007)
189.06	2.780	-0.426	61390	Kroon et al. (2007)
189.09	2.849	-0.244	61394	Kroon et al. (2007)
189.15	2.946	-0.299	61400	Kroon et al. (2007)
189.18	2.745	-0.305	61403	Kroon et al. (2007)
189.21	2.774	-0.350	61406	Kroon et al. (2007)
189.24	2.793	-0.246	61409	Kroon et al. (2007)
189.27	2.931	-0.287	61409	Kroon et al. (2007)
189.30	2.793	-0.395	61416	Kroon et al. (2007)
189.33	2.756	-0.254	61419	Kroon et al. (2007)
189.36	2.821	-0.278	61422	Kroon et al. (2007)
189.39	2.764	-0.188	61425	Kroon et al. (2007)
189.42	2.793	-0.394	61428	Kroon et al. (2007)
189.45	2.827	-0.310	61431	Kroon et al. (2007)
189.48	2.717	-0.346	61434	Kroon et al. (2007)
189.51	2.736	-0.297	61434	Kroon et al. (2007)
189.57	2.687	-0.385	61444	Kroon et al. (2007)
189.60	2.711	-0.294	61447	Kroon et al. (2007)
189.63	2.688	-0.407	61447	Kroon et al. (2007)
189.66	2.896	-0.347	61453	Kroon et al. (2007)
189.69	2.724	-0.469	61453	Kroon et al. (2007)
189.75	3.053	-0.371	61463	Kroon et al. (2007)
189.78	2.815	-0.370	61466	Kroon et al. (2007)
189.84	2.821	-0.345	61472	Kroon et al. (2007)
189.87	2.944	-0.158	61475	Kroon et al. (2007)
189.93	2.609	-0.518	61481	Kroon et al. (2007)
189.96	2.701	-0.205	61485	Kroon et al. (2007)
189.99	2.611	-0.329	61488	Kroon et al. (2007)
190.02	2.737	-0.220	61491	Kroon et al. (2007)
190.05	2.819	-0.135	61494	Kroon et al. (2007)
190.08	2.669	-0.291	61497	Kroon et al. (2007)
190.11	2.591	-0.152	61500	Kroon et al. (2007)
190.14	2.512	-0.265	61503	Kroon et al. (2007)
190.17	2.531	-0.072	61507	Kroon et al. (2007)
190.20	2.451	-0.032	61510	Kroon et al. (2007)
190.23	2.425	-0.251	61513	Kroon et al. (2007)
190.26	2.485	-0.084	61516	Kroon et al. (2007)
190.29	2.534	-0.031	61519	Kroon et al. (2007)
190.32	2.493	-0.211	61522	Kroon et al. (2007)
190.35	2.585	-0.102	61525	Kroon et al. (2007)
190.41	2.548	-0.049	61532	Kroon et al. (2007)
190.44	2.525	-0.046	61535	Kroon et al. (2007)
190.47	2.474	-0.115	61538	Kroon et al. (2007)
190.50	2.660	0.079	61541	Kroon et al. (2007)
190.56	2.584	0.061	61547	Kroon et al. (2007)
190.59	2.589	0.040	61550	Kroon et al. (2007)
190.65	2.533	0.047	61557	Kroon et al. (2007)
190.68	2.486	-0.180	61560	Kroon et al. (2007)
190.71	2.726	0.239	61563	Kroon et al. (2007)
190.74	2.732	0.165	61566	Kroon et al. (2007)
190.77	2.668	-0.101	61569	Kroon et al. (2007)
190.80	2.663	0.094	61572	Kroon et al. (2007)
190.86	2.471	0.009	61579	Kroon et al. (2007)
190.89	2.423	-0.021	61582	Kroon et al. (2007)
190.92	2.486	-0.016	61585	Kroon et al. (2007)
190.95	2.513	0.072	61588	Kroon et al. (2007)
190.98	2.474	0.151	61591	Kroon et al. (2007)
191.04	2.382	-0.098	61598	Kroon et al. (2007)
191.07	2.315	-0.131	61601	Kroon et al. (2007)
191.10	2.504	0.009	61604	Kroon et al. (2007)
191.14	2.470	-0.103	61607	Kroon et al. (2007)
191.20	2.324	-0.321	61614	Kroon et al. (2007)
191.23	2.349	-0.115	61617	Kroon et al. (2007)
191.26	2.337	-0.177	61620	Kroon et al. (2007)
191.29	2.330	-0.194	61624	Kroon et al. (2007)
191.38	2.453	-0.087	61636	Kroon et al. (2007)
191.41	2.320	-0.175	61640	Kroon et al. (2007)
191.44	2.317	-0.124	61644	Kroon et al. (2007)
191.47	2.391	0.035	61647	Kroon et al. (2007)
191.50	2.373	-0.112	61651	Kroon et al. (2007)
191.53	2.360	-0.144	61655	Kroon et al. (2007)
191.56	2.498	-0.058	61659	Kroon et al. (2007)
191.59	2.631	0.127	61663	Kroon et al. (2007)
191.62	2.482	-0.060	61667	Kroon et al. (2007)
191.65	2.527	0.026	61671	Kroon et al. (2007)
191.68	2.662	0.308	61675	Kroon et al. (2007)
191.77	2.572	0.227	61687	Kroon et al. (2007)
191.80	2.499	0.055	61691	Kroon et al. (2007)
191.83	2.353	0.048	61695	Kroon et al. (2007)
191.86	2.286	-0.270	61698	Kroon et al. (2007)
191.89	2.327	-0.177	61702	Kroon et al. (2007)
191.92	2.267	-0.344	61706	Kroon et al. (2007)
191.95	2.436	-0.031	61710	Kroon et al. (2007)
191.98	2.413	-0.046	61714	Kroon et al. (2007)
192.01	2.546	-0.001	61718	Kroon et al. (2007)
192.04	2.169	-0.206	61722	Kroon et al. (2007)
192.07	2.248	-0.108	61726	Kroon et al. (2007)
192.10	2.322	-0.046	61729	Kroon et al. (2007)
192.13	2.381	-0.048	61733	Kroon et al. (2007)
192.16	2.357	-0.027	61736	Kroon et al. (2007)
192.19	2.273	-0.358	61740	Kroon et al. (2007)
192.22	2.338	0.038	61743	Kroon et al. (2007)
192.25	2.222	-0.030	61747	Kroon et al. (2007)
192.28	2.392	-0.130	61750	Kroon et al. (2007)
192.31	2.453	0.102	61754	Kroon et al. (2007)
192.37	2.444	0.025	61761	Kroon et al. (2007)
192.40	2.417	0.000	61764	Kroon et al. (2007)
192.43	2.372	-0.080	61768	Kroon et al. (2007)
192.46	2.430	-0.162	61772	Kroon et al. (2007)
192.49	2.399	-0.168	61775	Kroon et al. (2007)
192.52	2.457	-0.002	61779	Kroon et al. (2007)
192.55	2.416	-0.136	61782	Kroon et al. (2007)
192.58	2.462	-0.110	61786	Kroon et al. (2007)
192.61	2.476	-0.040	61789	Kroon et al. (2007)
192.64	2.409	-0.130	61793	Kroon et al. (2007)
192.67	2.351	-0.359	61796	Kroon et al. (2007)
192.70	2.347	-0.085	61800	Kroon et al. (2007)
192.73	2.464	-0.106	61803	Kroon et al. (2007)
192.76	2.401	0.011	61807	Kroon et al. (2007)
192.79	2.301	-0.002	61810	Kroon et al. (2007)
192.82	2.566	-0.004	61814	Kroon et al. (2007)
192.88	2.476	-0.251	61821	Kroon et al. (2007)
192.94	2.475	0.050	61828	Kroon et al. (2007)
193.00	2.549	0.016	61835	Kroon et al. (2007)
193.06	2.349	-0.119	61842	Kroon et al. (2007)
193.09	2.393	-0.089	61846	Kroon et al. (2007)
193.15	2.271	-0.259	61853	Kroon et al. (2007)
193.21	2.330	-0.119	61860	Kroon et al. (2007)
193.24	2.359	-0.208	61864	Kroon et al. (2007)
193.27	2.280	-0.176	61867	Kroon et al. (2007)
193.30	2.285	-0.199	61871	Kroon et al. (2007)
193.33	2.334	-0.236	61875	Kroon et al. (2007)
193.36	2.342	-0.101	61878	Kroon et al. (2007)
193.39	2.422	-0.036	61882	Kroon et al. (2007)
193.45	2.465	-0.115	61889	Kroon et al. (2007)
193.48	2.458	-0.079	61892	Kroon et al. (2007)
193.51	2.582	0.051	61892	Kroon et al. (2007)
193.54	2.588	-0.011	61899	Kroon et al. (2007)
193.57	2.563	0.070	61903	Kroon et al. (2007)
193.60	2.425	-0.096	61907	Kroon et al. (2007)
193.63	2.459	-0.089	61910	Kroon et al. (2007)
193.66	2.568	-0.055	61914	Kroon et al. (2007)
193.69	2.251	-0.490	61917	Kroon et al. (2007)
193.72	2.533	-0.005	61921	Kroon et al. (2007)
193.75	2.567	-0.129	61924	Kroon et al. (2007)
193.78	2.638	-0.103	61928	Kroon et al. (2007)
193.81	2.597	-0.170	61931	Kroon et al. (2007)
193.84	2.525	-0.309	61935	Kroon et al. (2007)
193.87	2.481	-0.346	61938	Kroon et al. (2007)
193.90	2.804	0.062	61942	Kroon et al. (2007)
193.96	2.685	-0.038	61949	Kroon et al. (2007)
193.99	2.623	-0.177	61953	Kroon et al. (2007)
194.02	2.645	-0.095	61956	Kroon et al. (2007)
194.05	2.380	-0.528	61960	Kroon et al. (2007)
194.08	2.492	-0.194	61963	Kroon et al. (2007)
194.20	2.441	-0.108	61977	Kroon et al. (2007)
194.23	2.329	-0.197	61981	Kroon et al. (2007)
194.26	2.107	-0.430	61984	Kroon et al. (2007)
194.29	2.160	-0.248	61988	Kroon et al. (2007)
194.32	2.105	-0.349	61991	Kroon et al. (2007)
194.44	2.016	-0.171	62006	Kroon et al. (2007)
194.53	1.962	-0.257	62016	Kroon et al. (2007)
194.56	1.967	-0.264	62020	Kroon et al. (2007)
194.59	1.996	-0.239	62023	Kroon et al. (2007)
194.65	2.001	-0.358	62030	Kroon et al. (2007)
194.68	2.194	-0.122	62034	Kroon et al. (2007)
194.80	2.309	-0.171	62055	Kroon et al. (2007)
194.83	2.297	-0.002	62055	Kroon et al. (2007)
194.86	2.216	-0.017	62055	Kroon et al. (2007)
194.89	2.244	-0.010	62058	Kroon et al. (2007)
194.92	2.197	-0.098	62062	Kroon et al. (2007)
194.95	2.131	-0.031	62065	Kroon et al. (2007)
195.01	2.174	-0.044	62072	Kroon et al. (2007)
195.10	1.901	0.035	62083	Kroon et al. (2007)
195.13	1.873	-0.144	62086	Kroon et al. (2007)
195.16	1.875	-0.192	62090	Kroon et al. (2007)
195.19	1.864	-0.054	62090	Kroon et al. (2007)
195.22	1.890	-0.063	62097	Kroon et al. (2007)
195.25	1.866	-0.169	62101	Kroon et al. (2007)
195.31	1.959	-0.045	62107	Kroon et al. (2007)
195.34	1.957	-0.618	62111	Kroon et al. (2007)
195.40	2.006	-0.304	62119	Kroon et al. (2007)
195.43	2.068	-0.239	62123	Kroon et al. (2007)
195.46	2.057	-0.141	62127	Kroon et al. (2007)
195.49	2.087	-0.449	62131	Kroon et al. (2007)
195.52	2.202	-0.189	62135	Kroon et al. (2007)
195.55	2.272	-0.412	62139	Kroon et al. (2007)
195.58	2.443	0.017	62143	Kroon et al. (2007)
195.61	2.505	0.096	62147	Kroon et al. (2007)
195.64	2.538	0.094	62151	Kroon et al. (2007)
195.67	2.617	0.189	62155	Kroon et al. (2007)
195.70	2.499	-0.081	62159	Kroon et al. (2007)
195.73	2.476	0.051	62163	Kroon et al. (2007)
195.75	2.516	0.021	62165	Kroon et al. (2007)
195.78	2.534	-0.077	62169	Kroon et al. (2007)
195.81	2.544	0.033	62173	Kroon et al. (2007)
195.84	2.481	-0.007	62177	Kroon et al. (2007)
195.87	2.458	-0.054	62181	Kroon et al. (2007)
195.90	2.582	0.107	62185	Kroon et al. (2007)
195.93	2.490	0.004	62189	Kroon et al. (2007)
195.96	2.620	0.060	62193	Kroon et al. (2007)
195.99	2.363	-0.367	62197	Kroon et al. (2007)
196.02	2.411	-0.222	62201	Kroon et al. (2007)
196.05	2.479		62205	Kroon et al. (2007)
196.08	2.463	-0.124	62209	Kroon et al. (2007)
196.11	2.538	-0.138	62213	Kroon et al. (2007)
196.14	2.495	-0.104	62217	Kroon et al. (2007)
196.17	2.437	-0.375	62221	Kroon et al. (2007)
196.20	2.473	-0.091	62225	Kroon et al. (2007)
196.23	2.344	-0.695	62229	Kroon et al. (2007)
196.26	2.504	-0.218	62233	Kroon et al. (2007)
196.29	2.614	-0.069	62237	Kroon et al. (2007)
196.32	2.394	-0.568	62241	Kroon et al. (2007)
196.35	2.583	-0.166	62245	Kroon et al. (2007)
196.38	2.614	-0.232	62249	Kroon et al. (2007)
196.41	2.522	-0.215	62253	Kroon et al. (2007)
196.44	2.510	-0.247	62257	Kroon et al. (2007)
196.47	2.555	-0.428	62261	Kroon et al. (2007)
196.50	2.470	-0.298	62265	Kroon et al. (2007)
196.53	2.333	-0.642	62269	Kroon et al. (2007)
196.56	2.484	-0.408	62273	Kroon et al. (2007)
196.59	2.362	-0.397	62277	Kroon et al. (2007)
196.62	2.461	-0.264	62281	Kroon et al. (2007)
196.65	2.425	-0.234	62285	Kroon et al. (2007)
196.68	2.527	-0.151	62289	Kroon et al. (2007)
196.71	2.515	-0.163	62293	Kroon et al. (2007)
196.74	2.468	-0.131	62297	Kroon et al. (2007)
196.77	2.215	-0.668	62301	Kroon et al. (2007)
196.80	2.393	-0.443	62305	Kroon et al. (2007)
196.83	2.361	-0.434	62309	Kroon et al. (2007)
196.86	2.387	-0.858	62313	Kroon et al. (2007)
196.89	2.515	-0.788	62317	Kroon et al. (2007)
196.92	2.515	-0.656	62321	Kroon et al. (2007)
196.95	2.434	-0.333	62324	Kroon et al. (2007)
196.98	2.421	-0.245	62328	Kroon et al. (2007)
197.01	2.592	-0.133	62332	Kroon et al. (2007)
197.04	2.452	-0.206	62336	Kroon et al. (2007)
