/* DATA DESCRIPTION:
Citation:	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): Bulk stable-isotope measurements of ODP Site 208-1262 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.833212, 
	In supplement to: Littler, K et al. (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
Further details:	Lourens, Lucas Joost; Sluijs, Appy; Kroon, Dick; Zachos, James C; Thomas, Ellen; Röhl, Ursula; Raffi, Isabella (2005): Astronomical pacing of late Palaeocene to early Eocene global warming events. Nature, 435(23), 1083-1087, https://doi.org/10.1038/nature03814
	Westerhold, Thomas; Röhl, Ursula; Raffi, Isabella; Fornaciari, Eliana; Monechi, Simonetta; Reale, Viviana; Bowles, Julie; Evans, Helen F (2008): Astronomical calibration of the Paleocene time. Palaeogeography, Palaeoclimatology, Palaeoecology, 257(4), 377-403, https://doi.org/10.1016/j.palaeo.2007.09.016
	Zachos, James C; McCarren, Heather K; Murphy, Brandon; Röhl, Ursula; Westerhold, Thomas (2010): Tempo and scale of late Paleocene and early Eocene carbon isotope cycles: Implications for the origin of hyperthermals. Earth and Planetary Science Letters, 299(1-2), 242-249, https://doi.org/10.1016/j.epsl.2010.09.004
	Zachos, James C; Röhl, Ursula; Schellenberg, Stephen A; Sluijs, Appy; Hodell, David A; Kelly, Daniel Clay; Thomas, Ellen; Nicolo, Micah J; Raffi, Isabella; Lourens, Lucas Joost; McCarren, H; Kroon, Dick (2005): Rapid Acidification of the Ocean During the Paleocene-Eocene Thermal Maximum. Science, 308(5728), 1611-1615, https://doi.org/10.1126/science.1109004
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: -27.185833 * LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00
	MINIMUM DEPTH, sediment/rock: 107.490 m * MAXIMUM DEPTH, sediment/rock: 184.980 m
Event(s):	208-1262 * LATITUDE: -27.185833 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00 * ELEVATION: -4755.4 m * Penetration: 583.9 m * Recovery: 502.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 54 cores; 493.9 m cored; 90 m drilled; 101.7 % recovery
Comment:	DEPTH, sediment/rock = Depth (mcd).
	New data for this study was collected at MARUM ("Littler et al., 2014 (MARUM)"), and is combined with data from existing studies (see "data source" column) to give one continuous dataset. All values relative to VPDB.
	Age model is based on option 1 of Westerhold et al., 2008 (W08), extended in this study to encompass depths 103-113 mcd.
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	δ13C [‰ PDB] (δ13C) * PI: Littler, Kate (k.littler@exeter.ac.uk) * COMMENT: Bulk, relative to VPDB
	δ18O [‰] (δ18O) * PI: Littler, Kate (k.littler@exeter.ac.uk) * COMMENT: Bulk, relative to VPDB
	Reference/source (Reference) * PI: Littler, Kate (k.littler@exeter.ac.uk)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	8046 data points
*/
Depth sed [m]	Age [ka BP]	δ13C [‰ PDB]	δ18O [‰]	Reference
174.300	59076.333	3.081	-0.152	Littler et al., 2014 (MARUM)
174.330	59082.812	3.122	-0.127	Littler et al., 2014 (MARUM)
174.360	59089.290	3.098	-0.089	Littler et al., 2014 (MARUM)
174.390	59095.768	3.081	-0.142	Littler et al., 2014 (MARUM)
174.420	59102.246	3.102	-0.159	Littler et al., 2014 (MARUM)
174.450	59108.725	3.167	-0.171	Littler et al., 2014 (MARUM)
174.480	59115.203	3.091	-0.122	Littler et al., 2014 (MARUM)
174.510	59121.681	3.049	-0.165	Littler et al., 2014 (MARUM)
174.540	59127.833	3.079	-0.146	Littler et al., 2014 (MARUM)
174.570	59133.333	3.052	-0.170	Littler et al., 2014 (MARUM)
174.600	59138.833	3.080	-0.121	Littler et al., 2014 (MARUM)
174.630	59144.333	3.098	-0.138	Littler et al., 2014 (MARUM)
174.660	59149.833	3.122	-0.154	Littler et al., 2014 (MARUM)
174.690	59155.333	3.097	-0.092	Littler et al., 2014 (MARUM)
174.720	59160.833	3.084	-0.166	Littler et al., 2014 (MARUM)
174.750	59166.333	3.050	-0.178	Littler et al., 2014 (MARUM)
174.810	59177.333	3.042	-0.169	Littler et al., 2014 (MARUM)
174.840	59182.833	2.999	-0.190	Littler et al., 2014 (MARUM)
174.870	59188.333	3.042	-0.188	Littler et al., 2014 (MARUM)
174.900	59193.833	3.013	-0.207	Littler et al., 2014 (MARUM)
174.930	59199.333	3.078	-0.068	Littler et al., 2014 (MARUM)
174.960	59204.833	3.037	-0.098	Littler et al., 2014 (MARUM)
174.990	59210.333	3.000	-0.134	Littler et al., 2014 (MARUM)
175.010	59214.000	3.119	-0.087	Littler et al., 2014 (MARUM)
175.040	59221.350	3.097	-0.068	Littler et al., 2014 (MARUM)
175.070	59228.700	3.086	-0.047	Littler et al., 2014 (MARUM)
175.100	59236.050	2.947	-0.089	Littler et al., 2014 (MARUM)
175.130	59243.400	3.010	-0.141	Littler et al., 2014 (MARUM)
175.160	59250.750	2.999	-0.208	Littler et al., 2014 (MARUM)
175.190	59258.100	3.058	-0.144	Littler et al., 2014 (MARUM)
175.220	59265.450	3.017	-0.159	Littler et al., 2014 (MARUM)
175.250	59272.800	3.071	-0.150	Littler et al., 2014 (MARUM)
175.280	59280.150	3.067	-0.149	Littler et al., 2014 (MARUM)
175.310	59287.500	2.989	-0.259	Littler et al., 2014 (MARUM)
175.340	59294.850	3.018	-0.081	Littler et al., 2014 (MARUM)
175.370	59302.200	3.070	-0.134	Littler et al., 2014 (MARUM)
175.400	59309.550	2.980	-0.226	Littler et al., 2014 (MARUM)
175.430	59314.869	3.011	-0.120	Littler et al., 2014 (MARUM)
175.460	59319.173	2.989	-0.139	Littler et al., 2014 (MARUM)
175.490	59323.477	2.939	-0.221	Littler et al., 2014 (MARUM)
175.520	59327.781	3.011	-0.231	Littler et al., 2014 (MARUM)
175.550	59332.084	2.980	-0.210	Littler et al., 2014 (MARUM)
175.580	59336.388	3.030	-0.111	Littler et al., 2014 (MARUM)
175.610	59340.692	3.073	-0.091	Littler et al., 2014 (MARUM)
175.640	59344.996	2.973	-0.097	Littler et al., 2014 (MARUM)
175.670	59349.300	3.012	-0.158	Littler et al., 2014 (MARUM)
175.700	59353.603	3.006	-0.151	Littler et al., 2014 (MARUM)
175.730	59357.907	2.977	-0.181	Littler et al., 2014 (MARUM)
175.760	59362.211	3.020	-0.128	Littler et al., 2014 (MARUM)
175.790	59366.515	3.000	-0.167	Littler et al., 2014 (MARUM)
175.820	59370.819	3.041	-0.078	Littler et al., 2014 (MARUM)
175.850	59375.122	3.015	-0.004	Littler et al., 2014 (MARUM)
175.880	59379.426	3.016	-0.157	Littler et al., 2014 (MARUM)
175.910	59383.730	3.037	-0.116	Littler et al., 2014 (MARUM)
175.940	59388.034	2.979	-0.088	Littler et al., 2014 (MARUM)
175.970	59392.338	3.021	-0.113	Littler et al., 2014 (MARUM)
176.000	59396.641	2.982	-0.106	Littler et al., 2014 (MARUM)
176.030	59400.945	2.959	-0.210	Littler et al., 2014 (MARUM)
176.060	59405.249	3.062	-0.151	Littler et al., 2014 (MARUM)
176.090	59409.553	3.023	-0.095	Littler et al., 2014 (MARUM)
176.120	59413.857	3.119	-0.052	Littler et al., 2014 (MARUM)
176.150	59418.160	3.099	-0.005	Littler et al., 2014 (MARUM)
176.180	59422.464	3.083	-0.075	Littler et al., 2014 (MARUM)
176.210	59426.768	3.113	-0.024	Littler et al., 2014 (MARUM)
176.240	59431.072	3.165	0.053	Littler et al., 2014 (MARUM)
176.270	59435.376	3.219	0.071	Littler et al., 2014 (MARUM)
176.300	59439.679	3.222	0.035	Littler et al., 2014 (MARUM)
176.330	59443.983	3.213	-0.041	Littler et al., 2014 (MARUM)
176.360	59448.287	3.221	-0.003	Littler et al., 2014 (MARUM)
176.390	59452.591	3.237	0.029	Littler et al., 2014 (MARUM)
176.420	59456.895	3.215	-0.051	Littler et al., 2014 (MARUM)
176.450	59461.198	3.222	-0.106	Littler et al., 2014 (MARUM)
176.480	59465.502	3.225	-0.029	Littler et al., 2014 (MARUM)
176.510	59469.806	3.214	-0.012	Littler et al., 2014 (MARUM)
176.540	59474.110	3.223	-0.016	Littler et al., 2014 (MARUM)
176.570	59478.414	3.152	-0.074	Littler et al., 2014 (MARUM)
176.600	59482.717	3.196	-0.019	Littler et al., 2014 (MARUM)
176.630	59487.021	3.187	0.070	Littler et al., 2014 (MARUM)
176.660	59491.325	3.183	0.004	Littler et al., 2014 (MARUM)
176.690	59495.629	3.124	-0.022	Littler et al., 2014 (MARUM)
176.720	59499.932	3.154	-0.079	Littler et al., 2014 (MARUM)
176.750	59504.236	3.094	-0.050	Littler et al., 2014 (MARUM)
176.780	59508.540	3.130	0.022	Littler et al., 2014 (MARUM)
176.810	59512.844	3.093	-0.079	Littler et al., 2014 (MARUM)
176.840	59517.148	3.098	-0.047	Littler et al., 2014 (MARUM)
176.870	59521.451	3.142	-0.077	Littler et al., 2014 (MARUM)
176.900	59525.755	3.131	-0.078	Littler et al., 2014 (MARUM)
176.930	59530.059	3.143	-0.020	Littler et al., 2014 (MARUM)
176.960	59534.363	3.134	-0.103	Littler et al., 2014 (MARUM)
176.990	59538.667	3.081	-0.087	Littler et al., 2014 (MARUM)
177.020	59542.970	3.145	-0.106	Littler et al., 2014 (MARUM)
177.050	59547.274	3.162	-0.074	Littler et al., 2014 (MARUM)
177.080	59551.578	3.195	-0.026	Littler et al., 2014 (MARUM)
177.110	59555.882	3.153	-0.094	Littler et al., 2014 (MARUM)
177.140	59560.186	3.150	-0.090	Littler et al., 2014 (MARUM)
177.170	59564.489	3.161	-0.042	Littler et al., 2014 (MARUM)
177.200	59568.793	3.210	-0.060	Littler et al., 2014 (MARUM)
177.230	59573.097	3.169	-0.173	Littler et al., 2014 (MARUM)
177.260	59577.401	3.147	-0.178	Littler et al., 2014 (MARUM)
177.290	59581.705	3.094	-0.206	Littler et al., 2014 (MARUM)
177.320	59586.008	3.213	-0.104	Littler et al., 2014 (MARUM)
177.350	59590.312	3.189	-0.126	Littler et al., 2014 (MARUM)
177.380	59594.616	3.202	-0.120	Littler et al., 2014 (MARUM)
177.410	59598.920	3.195	-0.144	Littler et al., 2014 (MARUM)
177.440	59603.224	3.193	-0.123	Littler et al., 2014 (MARUM)
177.470	59607.527	3.174	-0.092	Littler et al., 2014 (MARUM)
177.500	59611.831	3.182	-0.147	Littler et al., 2014 (MARUM)
177.540	59617.570	3.155	-0.105	Littler et al., 2014 (MARUM)
177.560	59620.439	3.105	-0.109	Littler et al., 2014 (MARUM)
177.590	59624.743	3.077	-0.130	Littler et al., 2014 (MARUM)
177.620	59629.046	3.056	-0.165	Littler et al., 2014 (MARUM)
177.650	59633.350	3.083	-0.097	Littler et al., 2014 (MARUM)
177.680	59637.654	3.042	-0.190	Littler et al., 2014 (MARUM)
177.710	59641.958	3.054	-0.212	Littler et al., 2014 (MARUM)
177.740	59646.262	3.036	-0.082	Littler et al., 2014 (MARUM)
177.800	59655.200	3.099	-0.085	Littler et al., 2014 (MARUM)
177.830	59660.000	3.079	-0.182	Littler et al., 2014 (MARUM)
177.860	59664.800	3.071	-0.233	Littler et al., 2014 (MARUM)
177.890	59669.600	3.118	-0.210	Littler et al., 2014 (MARUM)
177.920	59674.400	3.114	-0.274	Littler et al., 2014 (MARUM)
177.950	59679.200	3.125	-0.218	Littler et al., 2014 (MARUM)
177.980	59684.000	3.131	-0.232	Littler et al., 2014 (MARUM)
178.010	59688.800	3.191	-0.198	Littler et al., 2014 (MARUM)
178.040	59693.600	3.225	-0.101	Littler et al., 2014 (MARUM)
178.070	59698.400	3.188	-0.213	Littler et al., 2014 (MARUM)
178.100	59703.200	3.172	-0.182	Littler et al., 2014 (MARUM)
178.130	59708.000	3.162	-0.185	Littler et al., 2014 (MARUM)
178.160	59712.800	3.203	-0.103	Littler et al., 2014 (MARUM)
178.190	59717.600	3.143	-0.223	Littler et al., 2014 (MARUM)
178.220	59722.400	3.147	-0.199	Littler et al., 2014 (MARUM)
178.250	59727.200	3.170	-0.224	Littler et al., 2014 (MARUM)
178.280	59732.000	3.102	-0.246	Littler et al., 2014 (MARUM)
178.310	59736.800	3.106	-0.247	Littler et al., 2014 (MARUM)
178.340	59741.600	3.119	-0.196	Littler et al., 2014 (MARUM)
178.370	59746.400	3.122	-0.297	Littler et al., 2014 (MARUM)
178.400	59751.200	3.127	-0.259	Littler et al., 2014 (MARUM)
178.430	59756.000	3.166	-0.214	Littler et al., 2014 (MARUM)
178.460	59760.800	3.151	-0.273	Littler et al., 2014 (MARUM)
178.490	59765.152	3.213	-0.223	Littler et al., 2014 (MARUM)
178.520	59768.608	3.220	-0.265	Littler et al., 2014 (MARUM)
178.550	59772.063	3.203	-0.192	Littler et al., 2014 (MARUM)
178.580	59775.519	3.278	-0.151	Littler et al., 2014 (MARUM)
178.610	59778.975	3.224	-0.195	Littler et al., 2014 (MARUM)
178.640	59782.430	3.228	-0.187	Littler et al., 2014 (MARUM)
178.670	59785.886	3.286	-0.163	Littler et al., 2014 (MARUM)
178.700	59789.342	3.270	-0.144	Littler et al., 2014 (MARUM)
178.730	59792.797	3.285	-0.139	Littler et al., 2014 (MARUM)
178.760	59796.253	3.268	-0.177	Littler et al., 2014 (MARUM)
178.790	59799.709	3.284	-0.121	Littler et al., 2014 (MARUM)
178.820	59803.165	3.261	-0.195	Littler et al., 2014 (MARUM)
178.850	59806.620	3.332	-0.072	Littler et al., 2014 (MARUM)
178.880	59810.076	3.278	-0.211	Littler et al., 2014 (MARUM)
178.910	59813.532	3.254	-0.097	Littler et al., 2014 (MARUM)
178.940	59816.987	3.255	-0.117	Littler et al., 2014 (MARUM)
178.970	59820.443	3.223	-0.166	Littler et al., 2014 (MARUM)
179.000	59823.899	3.255	-0.149	Littler et al., 2014 (MARUM)
179.030	59827.354	3.206	-0.188	Littler et al., 2014 (MARUM)
179.060	59830.810	3.234	-0.210	Littler et al., 2014 (MARUM)
179.090	59834.266	3.220	-0.231	Littler et al., 2014 (MARUM)
179.120	59837.722	3.175	-0.235	Littler et al., 2014 (MARUM)
179.150	59841.177	3.265	-0.229	Littler et al., 2014 (MARUM)
179.180	59844.633	3.234	-0.292	Littler et al., 2014 (MARUM)
179.210	59848.089	3.250	-0.301	Littler et al., 2014 (MARUM)
179.240	59851.544	3.259	-0.264	Littler et al., 2014 (MARUM)
179.270	59855.000	3.221	-0.250	Littler et al., 2014 (MARUM)
179.300	59858.456	3.308	-0.292	Littler et al., 2014 (MARUM)
179.330	59861.911	3.173	-0.119	Littler et al., 2014 (MARUM)
179.360	59865.367	3.273	-0.179	Littler et al., 2014 (MARUM)
179.390	59868.823	3.218	-0.255	Littler et al., 2014 (MARUM)
179.420	59872.278	3.208	-0.210	Littler et al., 2014 (MARUM)
179.450	59875.734	3.238	-0.278	Littler et al., 2014 (MARUM)
179.480	59879.190	3.239	-0.176	Littler et al., 2014 (MARUM)
179.510	59882.646	3.272	-0.229	Littler et al., 2014 (MARUM)
179.540	59886.101	3.256	-0.205	Littler et al., 2014 (MARUM)
179.570	59889.557	3.238	-0.229	Littler et al., 2014 (MARUM)
179.600	59893.013	3.215	-0.217	Littler et al., 2014 (MARUM)
179.630	59896.468	3.193	-0.252	Littler et al., 2014 (MARUM)
179.660	59899.924	3.222	-0.171	Littler et al., 2014 (MARUM)
179.690	59903.380	3.217	-0.190	Littler et al., 2014 (MARUM)
179.720	59906.835	3.212	-0.250	Littler et al., 2014 (MARUM)
179.750	59910.291	3.217	-0.222	Littler et al., 2014 (MARUM)
179.780	59913.747	3.178	-0.270	Littler et al., 2014 (MARUM)
179.810	59917.203	3.210	-0.229	Littler et al., 2014 (MARUM)
179.840	59920.658	3.229	-0.215	Littler et al., 2014 (MARUM)
179.870	59924.114	3.179	-0.233	Littler et al., 2014 (MARUM)
179.900	59927.570	3.171	-0.373	Littler et al., 2014 (MARUM)
179.930	59931.025	3.203	-0.307	Littler et al., 2014 (MARUM)
179.960	59934.481	3.157	-0.289	Littler et al., 2014 (MARUM)
179.990	59937.937	3.142	-0.317	Littler et al., 2014 (MARUM)
180.020	59941.392	3.231	-0.243	Littler et al., 2014 (MARUM)
180.050	59944.848	3.185	-0.249	Littler et al., 2014 (MARUM)
180.080	59948.481	3.214	-0.239	Littler et al., 2014 (MARUM)
180.110	59952.203	3.185	-0.267	Littler et al., 2014 (MARUM)
180.120	59953.443	3.110	-0.323	Littler et al., 2014 (MARUM)
180.150	59957.165	3.185	-0.329	Littler et al., 2014 (MARUM)
180.180	59960.886	3.186	-0.239	Littler et al., 2014 (MARUM)
180.210	59964.608	3.223	-0.177	Littler et al., 2014 (MARUM)
180.240	59968.329	3.128	-0.256	Littler et al., 2014 (MARUM)
180.270	59972.051	3.231	-0.258	Littler et al., 2014 (MARUM)
180.300	59975.772	3.203	-0.240	Littler et al., 2014 (MARUM)
180.330	59979.494	3.220	-0.286	Littler et al., 2014 (MARUM)
180.360	59983.215	3.247	-0.229	Littler et al., 2014 (MARUM)
180.390	59986.937	3.209	-0.175	Littler et al., 2014 (MARUM)
180.420	59990.658	3.243	-0.196	Littler et al., 2014 (MARUM)
180.450	59994.380	3.175	-0.192	Littler et al., 2014 (MARUM)
180.480	59998.101	3.184	-0.239	Littler et al., 2014 (MARUM)
180.510	60001.823	3.228	-0.199	Littler et al., 2014 (MARUM)
180.540	60005.544	3.135	-0.154	Littler et al., 2014 (MARUM)
180.570	60009.266	3.100	-0.194	Littler et al., 2014 (MARUM)
180.600	60012.987	3.089	-0.200	Littler et al., 2014 (MARUM)
180.630	60016.709	3.057	-0.212	Littler et al., 2014 (MARUM)
180.660	60020.430	3.076	-0.178	Littler et al., 2014 (MARUM)
180.690	60024.152	3.005	-0.175	Littler et al., 2014 (MARUM)
180.720	60027.873	2.999	-0.253	Littler et al., 2014 (MARUM)
180.750	60031.595	2.986	-0.235	Littler et al., 2014 (MARUM)
180.780	60035.316	2.976	-0.289	Littler et al., 2014 (MARUM)
180.840	60042.759	2.964	-0.279	Littler et al., 2014 (MARUM)
180.870	60046.481	2.949	-0.260	Littler et al., 2014 (MARUM)
180.900	60050.203	2.953	-0.367	Littler et al., 2014 (MARUM)
180.930	60053.924	2.946	-0.273	Littler et al., 2014 (MARUM)
180.960	60057.646	2.953	-0.277	Littler et al., 2014 (MARUM)
181.020	60065.089	3.091	-0.207	Littler et al., 2014 (MARUM)
181.050	60068.810	3.053	-0.215	Littler et al., 2014 (MARUM)
181.080	60072.532	3.032	-0.261	Littler et al., 2014 (MARUM)
181.110	60076.253	3.041	-0.213	Littler et al., 2014 (MARUM)
181.140	60079.975	3.105	-0.130	Littler et al., 2014 (MARUM)
181.170	60083.696	3.086	-0.139	Littler et al., 2014 (MARUM)
181.200	60087.418	3.080	-0.182	Littler et al., 2014 (MARUM)
181.230	60091.139	3.078	-0.110	Littler et al., 2014 (MARUM)
181.260	60094.861	3.012	-0.211	Littler et al., 2014 (MARUM)
181.290	60098.582	3.030	-0.184	Littler et al., 2014 (MARUM)
181.320	60102.304	2.995	-0.163	Littler et al., 2014 (MARUM)
181.350	60106.025	2.964	-0.038	Littler et al., 2014 (MARUM)
181.380	60109.747	2.975	-0.169	Littler et al., 2014 (MARUM)
181.410	60113.468	2.937	-0.218	Littler et al., 2014 (MARUM)
181.440	60117.190	2.945	-0.176	Littler et al., 2014 (MARUM)
181.470	60120.911	2.941	-0.244	Littler et al., 2014 (MARUM)
181.500	60124.633	2.982	-0.164	Littler et al., 2014 (MARUM)
181.530	60128.354	2.942	-0.172	Littler et al., 2014 (MARUM)
181.560	60132.076	2.947	-0.251	Littler et al., 2014 (MARUM)
181.590	60135.797	2.845	-0.339	Littler et al., 2014 (MARUM)
181.620	60139.519	2.832	-0.363	Littler et al., 2014 (MARUM)
181.680	60145.858	2.808	-0.310	Littler et al., 2014 (MARUM)
181.710	60148.752	2.809	-0.362	Littler et al., 2014 (MARUM)
181.740	60151.645	2.925	-0.202	Littler et al., 2014 (MARUM)
181.770	60154.539	2.872	-0.247	Littler et al., 2014 (MARUM)
181.800	60157.433	2.876	-0.332	Littler et al., 2014 (MARUM)
181.830	60160.326	2.885	-0.353	Littler et al., 2014 (MARUM)
181.860	60163.220	2.915	-0.364	Littler et al., 2014 (MARUM)
181.890	60166.113	2.985	-0.332	Littler et al., 2014 (MARUM)
181.920	60169.007	3.068	-0.305	Littler et al., 2014 (MARUM)
181.950	60171.901	3.109	-0.255	Littler et al., 2014 (MARUM)
181.980	60174.794	3.074	-0.296	Littler et al., 2014 (MARUM)
182.010	60177.688	3.148	-0.324	Littler et al., 2014 (MARUM)
182.040	60180.582	3.097	-0.256	Littler et al., 2014 (MARUM)
182.070	60183.475	3.051	-0.388	Littler et al., 2014 (MARUM)
182.100	60186.369	3.154	-0.282	Littler et al., 2014 (MARUM)
182.130	60189.262	3.143	-0.333	Littler et al., 2014 (MARUM)
182.160	60192.156	3.150	-0.226	Littler et al., 2014 (MARUM)
182.190	60195.050	3.111	-0.213	Littler et al., 2014 (MARUM)
182.220	60197.943	3.116	-0.267	Littler et al., 2014 (MARUM)
182.250	60200.837	3.171	-0.287	Littler et al., 2014 (MARUM)
182.280	60203.730	3.119	-0.230	Littler et al., 2014 (MARUM)
182.310	60206.624	3.123	-0.223	Littler et al., 2014 (MARUM)
182.340	60209.518	3.100	-0.228	Littler et al., 2014 (MARUM)
182.370	60212.411	3.086	-0.241	Littler et al., 2014 (MARUM)
182.400	60215.305	3.045	-0.236	Littler et al., 2014 (MARUM)
182.430	60218.199	3.057	-0.291	Littler et al., 2014 (MARUM)
182.460	60221.092	3.053	-0.269	Littler et al., 2014 (MARUM)
182.520	60226.879	3.075	-0.286	Littler et al., 2014 (MARUM)
182.550	60229.773	3.102	-0.200	Littler et al., 2014 (MARUM)
182.580	60232.667	3.024	-0.320	Littler et al., 2014 (MARUM)
182.610	60235.560	3.072	-0.228	Littler et al., 2014 (MARUM)
182.640	60238.454	3.095	-0.192	Littler et al., 2014 (MARUM)
182.670	60241.348	3.064	-0.251	Littler et al., 2014 (MARUM)
182.700	60244.241	3.075	-0.251	Littler et al., 2014 (MARUM)
182.730	60247.135	3.048	-0.291	Littler et al., 2014 (MARUM)
182.760	60250.028	3.082	-0.238	Littler et al., 2014 (MARUM)
182.790	60252.922	3.063	-0.178	Littler et al., 2014 (MARUM)
182.820	60255.816	3.078	-0.290	Littler et al., 2014 (MARUM)
182.850	60258.709	3.058	-0.240	Littler et al., 2014 (MARUM)
182.880	60261.603	3.166	0.063	Littler et al., 2014 (MARUM)
183.000	60273.177	3.164	-0.304	Littler et al., 2014 (MARUM)
183.060	60278.965	3.158	-0.326	Littler et al., 2014 (MARUM)
183.090	60281.858	3.145	-0.215	Littler et al., 2014 (MARUM)
183.120	60284.752	3.165	-0.321	Littler et al., 2014 (MARUM)
183.150	60287.645	3.150	-0.302	Littler et al., 2014 (MARUM)
183.180	60290.539	3.168	-0.301	Littler et al., 2014 (MARUM)
183.240	60296.326	3.102	-0.364	Littler et al., 2014 (MARUM)
183.300	60302.113	3.104	-0.356	Littler et al., 2014 (MARUM)
183.330	60305.007	3.115	-0.358	Littler et al., 2014 (MARUM)
183.360	60307.901	3.131	-0.345	Littler et al., 2014 (MARUM)
183.420	60313.688	3.101	-0.418	Littler et al., 2014 (MARUM)
183.480	60319.475	3.114	-0.344	Littler et al., 2014 (MARUM)
183.510	60322.369	3.006	-0.382	Littler et al., 2014 (MARUM)
183.540	60325.262	3.112	-0.348	Littler et al., 2014 (MARUM)
183.600	60331.050	3.093	-0.346	Littler et al., 2014 (MARUM)
183.630	60333.943	3.094	-0.414	Littler et al., 2014 (MARUM)
183.660	60336.837	3.098	-0.448	Littler et al., 2014 (MARUM)
183.690	60339.730	3.093	-0.391	Littler et al., 2014 (MARUM)
183.720	60342.624	3.044	-0.358	Littler et al., 2014 (MARUM)
183.750	60345.518	3.135	-0.340	Littler et al., 2014 (MARUM)
183.780	60348.411	3.019	-0.412	Littler et al., 2014 (MARUM)
183.810	60351.305	3.135	-0.385	Littler et al., 2014 (MARUM)
183.840	60354.199	3.137	-0.330	Littler et al., 2014 (MARUM)
183.870	60357.092	3.110	-0.341	Littler et al., 2014 (MARUM)
183.900	60359.986	3.122	-0.288	Littler et al., 2014 (MARUM)
183.930	60362.879	3.083	-0.340	Littler et al., 2014 (MARUM)
183.960	60365.773	3.099	-0.274	Littler et al., 2014 (MARUM)
183.990	60368.667	3.028	-0.307	Littler et al., 2014 (MARUM)
184.020	60371.560	2.988	-0.323	Littler et al., 2014 (MARUM)
184.050	60374.454	2.989	-0.269	Littler et al., 2014 (MARUM)
184.080	60377.348	3.012	-0.243	Littler et al., 2014 (MARUM)
184.110	60380.241	2.959	-0.354	Littler et al., 2014 (MARUM)
184.140	60383.135	2.922	-0.232	Littler et al., 2014 (MARUM)
184.170	60386.028	2.926	-0.309	Littler et al., 2014 (MARUM)
184.200	60388.922	2.903	-0.339	Littler et al., 2014 (MARUM)
184.230	60391.816	2.967	-0.276	Littler et al., 2014 (MARUM)
184.260	60394.709	2.924	-0.279	Littler et al., 2014 (MARUM)
184.290	60397.603	2.980	-0.256	Littler et al., 2014 (MARUM)
184.320	60400.496	2.890	-0.297	Littler et al., 2014 (MARUM)
184.350	60403.390	2.889	-0.334	Littler et al., 2014 (MARUM)
184.380	60406.284	2.908	-0.377	Littler et al., 2014 (MARUM)
184.410	60409.177	2.897	-0.382	Littler et al., 2014 (MARUM)
184.440	60412.071	2.979	-0.251	Littler et al., 2014 (MARUM)
184.470	60415.019	2.970	-0.304	Littler et al., 2014 (MARUM)
184.500	60418.075	2.977	-0.328	Littler et al., 2014 (MARUM)
184.530	60421.132	2.932	-0.309	Littler et al., 2014 (MARUM)
184.560	60424.189	2.920	-0.365	Littler et al., 2014 (MARUM)
184.590	60427.245	2.946	-0.338	Littler et al., 2014 (MARUM)
184.620	60430.302	2.941	-0.291	Littler et al., 2014 (MARUM)
184.650	60433.358	2.989	-0.289	Littler et al., 2014 (MARUM)
184.680	60436.415	2.952	-0.365	Littler et al., 2014 (MARUM)
184.710	60439.472	2.983	-0.308	Littler et al., 2014 (MARUM)
184.740	60442.528	2.953	-0.312	Littler et al., 2014 (MARUM)
184.770	60445.585	2.941	-0.302	Littler et al., 2014 (MARUM)
184.800	60448.642	3.005	-0.285	Littler et al., 2014 (MARUM)
184.830	60451.698	3.030	-0.212	Littler et al., 2014 (MARUM)
184.860	60454.755	3.081	-0.225	Littler et al., 2014 (MARUM)
184.890	60457.811	3.047	-0.249	Littler et al., 2014 (MARUM)
184.920	60460.868	3.020	-0.208	Littler et al., 2014 (MARUM)
184.950	60463.925	3.053	-0.225	Littler et al., 2014 (MARUM)
184.980	60466.981	3.036	-0.184	Littler et al., 2014 (MARUM)
